App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current_Ver,Android_Ver
Meditation Studio,HEALTH_AND_FITNESS,4.6,1026,29.0,10000.0,Paid,3.99,Everyone,Health & Fitness,2018-05-15,0.0,4.3 and up
DDGYA,HEALTH_AND_FITNESS,4.9,28945,12.0,500000.0,Free,0.0,Teen,Health & Fitness,2018-05-17,0.0,4.2 and up
2ME,HEALTH_AND_FITNESS,4.4,11506,15.0,100000.0,Free,0.0,Everyone,Health & Fitness,2018-08-02,0.0,4.1 and up
MCM2,HEALTH_AND_FITNESS,4.3,1288,31.0,100000.0,Free,0.0,Everyone,Health & Fitness,2018-04-10,0.0,2.3.3 and up
SHM,HEALTH_AND_FITNESS,4.7,11689,20.0,500000.0,Free,0.0,Everyone,Health & Fitness,2018-07-27,0.0,4.4 and up
HM&M,HEALTH_AND_FITNESS,4.6,77563,39.0,10000000.0,Free,0.0,Everyone,Health & Fitness,2018-07-23,0.0,4.2 and up
YSM&B,HEALTH_AND_FITNESS,4.3,5499,94.0,100000.0,Free,0.0,Everyone,Health & Fitness,2018-07-23,0.0,4.1 and up
MCPAO,HEALTH_AND_FITNESS,4.3,26652,41.0,1000000.0,Free,0.0,Everyone,Health & Fitness,2018-05-04,0.0,4.0.3 and up
IE-PA,HEALTH_AND_FITNESS,4.6,71269,49.0,1000000.0,Free,0.0,Everyone,Health & Fitness,2018-03-30,0.0,4.0.3 and up
TBPT,HEALTH_AND_FITNESS,4.6,20301,22.0,1000000.0,Free,0.0,Everyone,Health & Fitness,2018-05-16,3.22,4.3 and up
BOTFCAG,HEALTH_AND_FITNESS,4.6,56145,23.0,1000000.0,Free,0.0,Everyone,Health & Fitness,2018-08-01,0.0,5.0 and up
EPT-LS&RA,HEALTH_AND_FITNESS,4.6,20326,28.0,1000000.0,Free,0.0,Teen,Health & Fitness,2018-08-04,0.0,4.1 and up
FFOA,HEALTH_AND_FITNESS,4.5,12955,7.2,1000000.0,Free,0.0,Teen,Health & Fitness,2018-06-27,10.24,4.4 and up
Pregnancy Tracker,HEALTH_AND_FITNESS,4.1,2681,6.5,500000.0,Free,0.0,Everyone,Health & Fitness,2018-02-10,37.0,4.0.3 and up
SOPBC&CT,HEALTH_AND_FITNESS,4.6,4102,24.0,500000.0,Free,0.0,Everyone 10+,Health & Fitness,2018-07-19,0.0,4.2 and up
PTCPAOT,HEALTH_AND_FITNESS,4.8,570242,20.0,10000000.0,Free,0.0,Everyone,Health & Fitness,2018-08-02,0.0,4.1 and up
WomanLog Calendar,HEALTH_AND_FITNESS,4.5,121838,15.0,5000000.0,Free,0.0,Everyone,Health & Fitness,2018-05-23,0.0,4.0.3 and up
MMHGH,HEALTH_AND_FITNESS,4.4,12858,55.0,500000.0,Free,0.0,Everyone,Health & Fitness,2018-07-27,0.0,5.0 and up
RMBGT,HEALTH_AND_FITNESS,4.5,50679,38.0,1000000.0,Free,0.0,Everyone,Health & Fitness,2018-08-01,0.0,4.4 and up
AHR&MBT,HEALTH_AND_FITNESS,4.3,16943,32.0,1000000.0,Free,0.0,Everyone,Health & Fitness,2018-07-30,0.0,4.4 and up
Tracks,HEALTH_AND_FITNESS,4.6,623,40.0,50000.0,Free,0.0,Everyone 10+,Health & Fitness,2017-07-17,0.0,4.0.3 and up
T-CCDACT,HEALTH_AND_FITNESS,4.4,70416,23.0,5000000.0,Free,0.0,Everyone,Health & Fitness,2018-07-27,0.0,4.1 and up
CT5BR,HEALTH_AND_FITNESS,4.7,15674,6.1,1000000.0,Free,0.0,Everyone,Health & Fitness,2018-07-31,0.0,4.1 and up
WWM,HEALTH_AND_FITNESS,4.2,270294,58.0,5000000.0,Free,0.0,Everyone,Health & Fitness,2018-07-31,0.0,4.1 and up
WWMMW,HEALTH_AND_FITNESS,4.5,144050,55.0,5000000.0,Free,0.0,Everyone,Health & Fitness,2018-07-27,0.0,5.0 and up
CC-M,HEALTH_AND_FITNESS,4.5,27439,19.0,1000000.0,Free,0.0,Everyone,Health & Fitness,2018-07-16,0.0,5.0 and up
1BFFY,HEALTH_AND_FITNESS,4.0,2490,3.8,500000.0,Free,0.0,Everyone 10+,Health & Fitness,2017-02-17,1.9,2.3.3 and up
MCT,HEALTH_AND_FITNESS,4.6,24094,18.0,1000000.0,Free,0.0,Everyone,Health & Fitness,2018-07-09,0.0,4.1 and up
MDDCC,HEALTH_AND_FITNESS,4.1,18539,57.0,1000000.0,Free,0.0,Everyone,Health & Fitness,2018-07-30,0.0,4.0.3 and up
CC-M,HEALTH_AND_FITNESS,4.0,3061,5.5,100000.0,Free,0.0,Everyone,Health & Fitness,2016-08-27,0.0,5.0 and up
WLT-R,HEALTH_AND_FITNESS,4.4,20547,5.7,1000000.0,Free,0.0,Everyone,Health & Fitness,2017-11-29,0.0,4.1 and up
L-2HC,HEALTH_AND_FITNESS,4.1,3405,51.0,100000.0,Free,0.0,Everyone,Health & Fitness,2018-07-25,0.0,4.4 and up
MFJ,HEALTH_AND_FITNESS,3.5,217,9.4,50000.0,Free,0.0,Teen,Health & Fitness,2017-08-23,0.0,4.0.3 and up
HANG,HEALTH_AND_FITNESS,4.3,7895,3.3,500000.0,Free,0.0,Everyone,Health & Fitness,2018-07-15,3.3,4.0 and up
FCC,HEALTH_AND_FITNESS,4.2,1324,4.0,100000.0,Free,0.0,Everyone,Health & Fitness,2018-01-29,0.0,4.0 and up
Monitor Your Weight,HEALTH_AND_FITNESS,4.5,126017,4.3,5000000.0,Free,0.0,Everyone,Health & Fitness,2018-07-05,0.0,4.0 and up
EF-DAHF,HEALTH_AND_FITNESS,4.1,2469,3.6,100000.0,Free,0.0,Everyone,Health & Fitness,2014-07-23,0.0,2.3 and up
Self Healing,HEALTH_AND_FITNESS,4.5,14394,9.9,500000.0,Free,0.0,Everyone,Health & Fitness,2017-07-16,0.0,4.0.3 and up
Happify,HEALTH_AND_FITNESS,3.7,1812,37.0,100000.0,Free,0.0,Everyone,Health & Fitness,2018-07-24,0.0,4.4 and up
Relaxing Sounds,HEALTH_AND_FITNESS,4.6,4642,40.0,100000.0,Free,0.0,Everyone,Health & Fitness,2017-03-11,1.92,4.1 and up
White Sound Pro,HEALTH_AND_FITNESS,4.7,16570,73.0,500000.0,Free,0.0,Everyone,Health & Fitness,2018-07-29,0.0,4.4 and up
SAM,HEALTH_AND_FITNESS,4.0,2894,23.0,500000.0,Free,0.0,Everyone 10+,Health & Fitness,2017-02-22,0.0,4.0.3 and up
BW-BB,HEALTH_AND_FITNESS,4.4,5038,10.0,500000.0,Free,0.0,Everyone,Health & Fitness,2018-07-15,5.2,4.4 and up
PBC&M,HEALTH_AND_FITNESS,4.8,31665,8.4,1000000.0,Free,0.0,Everyone,Health & Fitness,2018-07-19,0.0,4.0 and up
White Noise Lite,HEALTH_AND_FITNESS,4.4,57634,41.0,1000000.0,Free,0.0,Everyone,Health & Fitness,2018-06-25,7.4,4.1 and up
ZFHFS&AFR,HOUSE_AND_HOME,4.5,417907,34.0,10000000.0,Free,0.0,Everyone,House & Home,2018-08-01,0.0,4.4 and up
VD-DPAH,HOUSE_AND_HOME,4.8,3167,7.5,100000.0,Free,0.0,Everyone,House & Home,2018-08-03,0.0,5.0 and up
RREHFSAR,HOUSE_AND_HOME,4.5,162243,12.0,10000000.0,Free,0.0,Everyone,House & Home,2018-07-26,8.18,4.0.3 and up
RES&RT,HOUSE_AND_HOME,4.1,65913,7.7,5000000.0,Free,0.0,Everyone,House & Home,2018-07-16,0.0,4.0.3 and up
5HT-RHMHNCRRVTTSASMBAHSPHM,HOUSE_AND_HOME,4.1,24977,21.0,1000000.0,Free,0.0,Everyone,House & Home,2018-08-01,0.0,4.0.3 and up
H🏠FSR,HOUSE_AND_HOME,4.0,6000,18.0,1000000.0,Free,0.0,Everyone,House & Home,2018-07-28,0.0,4.1 and up
CRBAAARAC3,HOUSE_AND_HOME,4.3,37711,40.0,1000000.0,Free,0.0,Everyone,House & Home,2018-07-31,0.0,4.4 and up
GRNFR,HOUSE_AND_HOME,3.7,2758,8.6,500000.0,Free,0.0,Everyone,House & Home,2018-06-25,0.0,4.0 and up
LIFULL HOME'S,HOUSE_AND_HOME,4.2,7573,18.0,1000000.0,Free,0.0,Everyone,House & Home,2018-07-25,0.0,4.2 and up
ALHAAPR,HOUSE_AND_HOME,4.5,8481,7.5,1000000.0,Free,0.0,Everyone,House & Home,2018-08-03,0.0,5.0 and up
GBKT,HOUSE_AND_HOME,4.3,10054,9.1,1000000.0,Free,0.0,Everyone,House & Home,2018-07-12,0.0,4.0.3 and up
AHRSRR,HOUSE_AND_HOME,3.9,10117,13.0,1000000.0,Free,0.0,Everyone,House & Home,2018-06-29,3.6,4.0.3 and up
5HT-HK,HOUSE_AND_HOME,4.3,3522,15.0,100000.0,Free,0.0,Everyone,House & Home,2018-08-02,0.0,4.0 and up
Redfin Real Estate,HOUSE_AND_HOME,4.6,36857,19.0,1000000.0,Free,0.0,Everyone,House & Home,2018-07-25,220.0,5.0 and up
D-RHIK,HOUSE_AND_HOME,4.4,23013,26.0,5000000.0,Free,0.0,Everyone,House & Home,2018-07-17,0.0,4.1 and up
DIY On A Budget,HOUSE_AND_HOME,4.7,114,8.3,10000.0,Free,0.0,Teen,House & Home,2018-02-18,2.1,4.1 and up
FFRESBU,HOUSE_AND_HOME,3.4,287,27.0,100000.0,Free,0.0,Everyone,House & Home,2018-05-29,0.0,4.4 and up
MBZC&R,HOUSE_AND_HOME,4.3,4435,7.9,500000.0,Free,0.0,Everyone,House & Home,2016-03-02,0.0,4.0 and up
RPI&FDFI,HOUSE_AND_HOME,4.0,4281,27.0,100000.0,Free,0.0,Everyone,House & Home,2018-08-05,858.0,4.0.3 and up
RAH,HOUSE_AND_HOME,4.0,7508,5.1,1000000.0,Free,0.0,Everyone,House & Home,2018-07-09,0.0,5.0 and up
GHTBAH,HOUSE_AND_HOME,3.8,491,15.0,100000.0,Free,0.0,Everyone,House & Home,2018-07-25,0.0,4.0.3 and up
ARS,HOUSE_AND_HOME,4.3,22584,16.0,1000000.0,Free,0.0,Everyone,House & Home,2018-07-16,0.0,4.4 and up
Hemnet,HOUSE_AND_HOME,3.6,4087,9.2,500000.0,Free,0.0,Everyone,House & Home,2018-07-16,0.0,4.1 and up
HABE~,HOUSE_AND_HOME,4.6,2669,10.0,500000.0,Free,0.0,Teen,House & Home,2018-08-03,0.0,4.1 and up
N-REANBL,HOUSE_AND_HOME,4.5,7619,13.0,100000.0,Free,0.0,Everyone,House & Home,2018-07-12,0.0,4.0.3 and up
Ruler,HOUSE_AND_HOME,4.7,126,1.9,10000.0,Free,0.0,Everyone,House & Home,2017-08-21,1.0,4.0 and up
HDSAMMD,HOUSE_AND_HOME,4.3,273,7.0,50000.0,Free,0.0,Everyone,House & Home,2018-05-30,1.2,4.0.3 and up
乐BAHSAHRAH,HOUSE_AND_HOME,3.7,2248,15.0,100000.0,Free,0.0,Everyone,House & Home,2018-08-03,0.0,4.0 and up
iProperty Malaysia,HOUSE_AND_HOME,4.2,809,7.8,100000.0,Free,0.0,Everyone,House & Home,2018-07-25,0.0,4.0 and up
CV,HOUSE_AND_HOME,3.4,3280,77.0,1000000.0,Free,0.0,Everyone,House & Home,2018-06-29,0.0,4.0.3 and up
ADI,HOUSE_AND_HOME,3.9,1478,5.7,100000.0,Free,0.0,Everyone,House & Home,2015-03-13,1.2,3.0 and up
BDI,HOUSE_AND_HOME,4.0,2382,5.9,500000.0,Free,0.0,Everyone,House & Home,2015-04-07,1.7,3.0 and up
Room Painting Ideas,HOUSE_AND_HOME,4.0,4450,7.6,1000000.0,Free,0.0,Everyone,House & Home,2015-03-17,1.7,3.0 and up
Kitchen Island Ideas,HOUSE_AND_HOME,4.0,515,5.8,50000.0,Free,0.0,Everyone,House & Home,2015-05-30,1.5,3.0 and up
LRDI,HOUSE_AND_HOME,4.0,4465,5.8,1000000.0,Free,0.0,Everyone,House & Home,2015-03-06,1.7,3.0 and up
BDI,HOUSE_AND_HOME,4.1,2427,5.3,500000.0,Free,0.0,Everyone,House & Home,2015-03-12,1.4,3.0 and up
WDI,HOUSE_AND_HOME,3.9,6631,5.5,1000000.0,Free,0.0,Everyone,House & Home,2015-03-11,1.5,3.0 and up
Z-ARF,HOUSE_AND_HOME,4.4,11200,25.0,1000000.0,Free,0.0,Everyone,House & Home,2018-07-16,0.0,5.0 and up
RAFA,HOUSE_AND_HOME,4.4,6896,35.0,500000.0,Free,0.0,Everyone,House & Home,2017-08-30,0.0,4.1 and up
HRE&R,HOUSE_AND_HOME,4.3,3834,30.0,500000.0,Free,0.0,Everyone,House & Home,2018-07-31,0.0,4.2 and up
TMC,HOUSE_AND_HOME,4.1,81,16.0,50000.0,Free,0.0,Everyone,House & Home,2018-02-16,0.0,4.4 and up
Quotes,LIBRARIES_AND_DEMO,4.4,58,15.0,10000.0,Free,0.0,Everyone,Libraries & Demo,2018-07-06,1.0,4.0.3 and up
BNR2F🔥FA,LIBRARIES_AND_DEMO,4.6,3014,21.0,100000.0,Free,0.0,Everyone,Libraries & Demo,2018-06-27,1.1,5.0 and up
SUDOKU,LIBRARIES_AND_DEMO,4.1,923,4.3,100000.0,Free,0.0,Everyone,Libraries & Demo,2015-10-15,3.1,2.3 and up
AEC,LIBRARIES_AND_DEMO,3.8,67007,232.0,5000000.0,Free,0.0,Everyone,Libraries & Demo,2013-03-06,0.0,2.2 and up
Chakra Cleansing,LIBRARIES_AND_DEMO,4.6,539,99.0,50000.0,Free,0.0,Everyone,Libraries & Demo,2018-08-02,7.0,4.0.3 and up
ASFP,LIBRARIES_AND_DEMO,3.5,126862,624.0,10000000.0,Free,0.0,Everyone,Libraries & Demo,2012-01-17,1.0,2.2 and up
Call Recorder,LIBRARIES_AND_DEMO,4.7,48,6.9,1000.0,Free,0.0,Everyone,Libraries & Demo,2018-05-25,0.0,4.0 and up
PWSKT,LIBRARIES_AND_DEMO,4.3,1465,7.0,100000.0,Free,0.0,Everyone,Libraries & Demo,2018-07-09,0.0,4.0.3 and up
ACR2,LIBRARIES_AND_DEMO,4.5,929,7.0,50000.0,Free,0.0,Everyone,Libraries & Demo,2018-02-16,0.0,4.0 and up
CVTM,LIBRARIES_AND_DEMO,4.4,783,6.4,100000.0,Free,0.0,Everyone,Libraries & Demo,2017-06-10,1.6,2.2 and up
chicken song,LIBRARIES_AND_DEMO,4.3,434,16.0,100000.0,Free,0.0,Everyone,Libraries & Demo,2018-06-06,0.0,2.3 and up
BBM,LIBRARIES_AND_DEMO,4.3,411,95.0,50000.0,Free,0.0,Everyone,Libraries & Demo,2018-06-08,5.0,4.0.3 and up
Essential Resources,LIBRARIES_AND_DEMO,4.6,237,8.5,50000.0,Free,0.0,Everyone,Libraries & Demo,2017-09-27,1.02,7.1 and up
MOMOLAND BBoom BBoom,LIBRARIES_AND_DEMO,4.6,2580,20.0,100000.0,Free,0.0,Everyone,Libraries & Demo,2018-03-08,2.0,2.3 and up
Cardboard,LIBRARIES_AND_DEMO,4.2,130272,50.0,10000000.0,Free,0.0,Everyone,Libraries & Demo,2016-03-14,1.8,4.1 and up
BS&BRFF2,LIBRARIES_AND_DEMO,4.6,130,12.0,10000.0,Free,0.0,Everyone,Libraries & Demo,2018-02-23,1.0,4.0.3 and up
TPR2F🔥,LIBRARIES_AND_DEMO,4.4,7396,22.0,500000.0,Free,0.0,Everyone,Libraries & Demo,2018-07-06,5.28,4.0.3 and up
Wifi Connect Library,LIBRARIES_AND_DEMO,3.9,58055,41.0,5000000.0,Free,0.0,Everyone,Libraries & Demo,2016-11-07,0.0,1.5 and up
SFR2🔔,LIBRARIES_AND_DEMO,4.5,1703,22.0,100000.0,Free,0.0,Everyone,Libraries & Demo,2018-03-01,3.1,4.0.3 and up
Apk Installer,LIBRARIES_AND_DEMO,3.8,7750,292.0,1000000.0,Free,0.0,Everyone,Libraries & Demo,2011-06-29,1.0,1.6 and up
SR2,LIBRARIES_AND_DEMO,4.3,6,5.5,10000.0,Free,0.0,Everyone,Libraries & Demo,2018-08-03,0.0,4.2 and up
Eternal life,LIBRARIES_AND_DEMO,5.0,26,2.5,1000.0,Free,0.0,Everyone,Libraries & Demo,2018-05-24,1.0,1.6 and up
V380s,LIBRARIES_AND_DEMO,3.2,1919,8.1,500000.0,Free,0.0,Everyone,Libraries & Demo,2018-07-11,0.0,4.1 and up
CPR2🔥,LIBRARIES_AND_DEMO,4.5,60170,28.0,1000000.0,Free,0.0,Everyone,Libraries & Demo,2018-07-13,2.4,5.0 and up
BAIIYL,LIBRARIES_AND_DEMO,4.7,831,24.0,100000.0,Free,0.0,Everyone,Libraries & Demo,2018-02-20,8.0,2.3 and up
Wifi Test,LIBRARIES_AND_DEMO,4.0,8671,3.1,1000000.0,Free,0.0,Everyone,Libraries & Demo,2018-07-03,3.6,4.0 and up
AWWNWN,LIBRARIES_AND_DEMO,3.8,912,13.0,500000.0,Free,0.0,Everyone,Libraries & Demo,2018-01-09,0.0,2.3 and up
GNAWN,LIBRARIES_AND_DEMO,4.7,2639,19.0,500000.0,Free,0.0,Everyone,Libraries & Demo,2017-12-11,6.0,2.3 and up
R M Lock Screen,LIBRARIES_AND_DEMO,4.5,399,9.5,100000.0,Free,0.0,Everyone,Libraries & Demo,2018-05-22,1.1,4.0.3 and up
Barcode Scanner,LIBRARIES_AND_DEMO,4.2,3945,9.4,500000.0,Free,0.0,Everyone,Libraries & Demo,2018-01-09,0.0,3.2 and up
New Ringtones 2018,LIBRARIES_AND_DEMO,4.1,3781,36.0,1000000.0,Free,0.0,Everyone,Libraries & Demo,2018-04-15,1.8,4.0 and up
EyeCloud,LIBRARIES_AND_DEMO,3.1,1267,55.0,100000.0,Free,0.0,Everyone,Libraries & Demo,2018-08-02,0.0,4.4 and up
DDG,LIFESTYLE,4.1,18968,32.0,5000000.0,Free,0.0,Teen,Lifestyle,2018-04-26,5.1,4.1 and up
metroZONE,LIFESTYLE,4.1,47497,34.0,10000000.0,Free,0.0,Everyone,Lifestyle,2018-06-08,0.0,5.0 and up
EHSD,LIFESTYLE,4.3,601,5.1,100000.0,Free,0.0,Everyone,Lifestyle,2017-12-20,1.0,2.3 and up
TBBBG,LIFESTYLE,4.0,140995,100.0,10000000.0,Free,0.0,Everyone,Lifestyle;Pretend Play,2018-07-16,9.0,4.0 and up
BWADBD,LIFESTYLE,4.6,51357,80.0,5000000.0,Free,0.0,Everyone,Lifestyle,2018-07-31,8.0,4.0 and up
GWB,LIFESTYLE,4.4,13565,3.3,1000000.0,Free,0.0,Everyone,Lifestyle,2018-08-05,2.5,4.0 and up
C-MK,LIFESTYLE,4.4,39364,28.0,5000000.0,Free,0.0,Everyone,Lifestyle,2018-07-17,10.19,4.0.3 and up
EMT,LIFESTYLE,4.3,7287,5.0,1000000.0,Free,0.0,Everyone,Lifestyle,2016-11-03,1.0,2.3 and up
H–DZHAA,LIFESTYLE,4.6,161143,11.0,10000000.0,Free,0.0,Everyone 10+,Lifestyle,2018-06-25,0.0,4.0.3 and up
Entel,LIFESTYLE,3.2,16168,55.0,1000000.0,Free,0.0,Everyone,Lifestyle,2018-07-26,0.0,4.0.3 and up
ZenUI Safeguard,LIFESTYLE,4.5,100,7.1,1000000.0,Free,0.0,Everyone,Lifestyle,2018-05-09,0.0,7.0 - 7.1.1
L4R!(&S,LIFESTYLE,4.6,116079,3.2,5000000.0,Free,0.0,Everyone,Lifestyle,2018-05-20,5.8,2.3 and up
Diary with lock,LIFESTYLE,4.6,815893,4.4,10000000.0,Free,0.0,Everyone,Lifestyle,2018-06-30,4.9,4.1 and up
FQDYD,LIFESTYLE,4.3,985,16.0,500000.0,Free,0.0,Everyone,Lifestyle,2018-05-31,3.7,7.0 and up
Telstra,LIFESTYLE,3.0,4260,6.3,5000000.0,Free,0.0,Everyone,Lifestyle,2017-08-08,6.1,2.3.3 and up
FL-GT,LIFESTYLE,4.4,726074,45.0,10000000.0,Free,0.0,Everyone,Lifestyle,2018-08-02,0.0,4.4 and up
VN2-LVS&LA,LIFESTYLE,4.4,3829,23.0,1000000.0,Free,0.0,Everyone,Lifestyle,2018-06-01,0.0,4.1 and up
Safeway,LIFESTYLE,4.3,33572,37.0,1000000.0,Free,0.0,Everyone,Lifestyle,2018-08-02,0.0,4.4 and up
HTC Speak,LIFESTYLE,3.5,6145,13.0,10000000.0,Free,0.0,Everyone,Lifestyle,2016-06-30,0.0,5.0 and up
KED:HTDSBS,LIFESTYLE,4.3,34327,8.1,5000000.0,Free,0.0,Everyone,Lifestyle,2018-07-17,0.0,4.0 and up
T-FYNT,LIFESTYLE,4.5,7457,13.0,1000000.0,Free,0.0,Teen,Lifestyle,2018-08-03,0.0,4.1 and up
H&M,LIFESTYLE,3.7,41941,14.0,10000000.0,Free,0.0,Everyone,Lifestyle,2018-07-30,0.0,4.4 and up
Samsung+,LIFESTYLE,4.5,82145,30.0,50000000.0,Free,0.0,Everyone,Lifestyle,2018-07-05,0.0,4.4 and up
AACMYOA,LIFESTYLE,4.2,10944,36.0,1000000.0,Free,0.0,Everyone,Lifestyle,2018-06-15,2.0,4.1 and up
BDBC,LIFESTYLE,4.3,665,3.0,500000.0,Free,0.0,Everyone,Lifestyle,2018-08-04,2.0,2.3 and up
PAKTNOTCFHN,LIFESTYLE,4.6,2167,1.4,500000.0,Free,0.0,Everyone,Lifestyle,2018-01-07,1.0,2.3 and up
SSS-SSA,LIFESTYLE,4.5,53652,39.0,1000000.0,Free,0.0,Everyone,Lifestyle,2018-08-05,2.15,5.0 and up
Caf - My Account,LIFESTYLE,3.9,18961,1.8,5000000.0,Free,0.0,Everyone,Lifestyle,2015-09-24,0.0,2.3 and up
H Pack,LIFESTYLE,4.3,9412,1.7,1000000.0,Free,0.0,Everyone,Lifestyle,2016-12-17,0.0,4.0.3 and up
FCSF,LIFESTYLE,3.3,9663,19.0,1000000.0,Free,0.0,Everyone,Lifestyle,2018-07-16,6.97,4.4 and up
သA-MTKB,LIFESTYLE,4.7,2225,15.0,100000.0,Free,0.0,Everyone,Lifestyle,2018-07-26,0.0,4.0.3 and up
w UN map,LIFESTYLE,4.2,23164,10.0,1000000.0,Free,0.0,Mature 17+,Lifestyle,2018-07-24,2.6,5.0 and up
OMKA,LIFESTYLE,3.2,3031,2.7,1000000.0,Free,0.0,Everyone,Lifestyle,2018-07-03,0.0,4.0 and up
Galaxy Gift,LIFESTYLE,4.4,95557,16.0,10000000.0,Free,0.0,Everyone,Lifestyle,2018-07-23,0.0,4.0.3 and up
PBK(KC,LIFESTYLE,3.5,7869,21.0,1000000.0,Free,0.0,Everyone,Lifestyle,2018-08-01,0.0,4.4 and up
SSS,LIFESTYLE,3.7,4212,20.0,1000000.0,Free,0.0,Everyone,Lifestyle,2018-07-25,0.0,2.3 and up
RGBL,LIFESTYLE,3.8,17368,14.0,10000000.0,Free,0.0,Everyone,Lifestyle,2018-06-27,0.0,4.0 and up
UM-BGMK,LIFESTYLE,3.8,6554,76.0,500000.0,Free,0.0,Teen,Lifestyle,2018-06-20,0.0,4.1 and up
OC[OP,LIFESTYLE,3.7,33264,18.0,10000000.0,Free,0.0,Everyone,Lifestyle,2018-06-15,0.0,4.0 and up
J-C&C,LIFESTYLE,4.6,34782,12.0,1000000.0,Free,0.0,Everyone,Lifestyle,2018-06-22,0.0,4.3 and up
MK eCatalog,LIFESTYLE,4.0,6676,6.2,1000000.0,Free,0.0,Everyone,Lifestyle,2018-02-21,3.0,4.2 and up
Fashion in Vogue,LIFESTYLE,3.8,1797,6.8,100000.0,Free,0.0,Everyone,Lifestyle,2016-09-27,2.0,4.3 and up
StyleSeat,LIFESTYLE,4.7,20304,24.0,500000.0,Free,0.0,Everyone,Lifestyle,2018-07-31,4.35,4.0.3 and up
WCW,LIFESTYLE,3.9,7376,19.0,1000000.0,Free,0.0,Everyone,Lifestyle,2018-01-11,0.0,4.1 and up
MD-CC🗓,LIFESTYLE,4.1,49147,13.0,1000000.0,Free,0.0,Everyone,Lifestyle,2018-05-07,0.0,4.1 and up
JGC,LIFESTYLE,4.6,69177,15.0,1000000.0,Free,0.0,Teen,Lifestyle,2017-08-02,0.0,4.4 and up
WLBTK,LIFESTYLE,4.2,3448,13.0,100000.0,Free,0.0,Everyone,Lifestyle,2018-07-09,0.0,4.0.3 and up
WPBW-VC,LIFESTYLE,4.2,3788,44.0,1000000.0,Free,0.0,Everyone,Lifestyle,2018-07-24,0.0,5.0 and up
W-WP,LIFESTYLE,4.6,1658,9.7,100000.0,Free,0.0,Everyone,Lifestyle,2018-07-31,0.0,4.4 and up
DIY Garden Ideas,LIFESTYLE,4.1,3309,13.0,500000.0,Free,0.0,Everyone,Lifestyle,2018-08-05,10.0,4.0 and up
Brit + Co,LIFESTYLE,3.9,987,4.5,10000.0,Free,0.0,Everyone,Lifestyle,2017-08-29,0.0,4.0 and up
CI-D&C,LIFESTYLE,4.0,5208,4.5,100000.0,Free,0.0,Teen,Lifestyle,2017-11-23,1.37,4.0 and up
HID&DI,LIFESTYLE,4.1,78298,29.0,5000000.0,Free,0.0,Everyone,Lifestyle,2018-08-02,0.0,4.1 and up
J-C&C,LIFESTYLE,4.6,34802,12.0,1000000.0,Free,0.0,Everyone,Lifestyle,2018-06-22,0.0,4.3 and up
WSIS,LIFESTYLE,4.1,6808,12.0,500000.0,Free,0.0,Teen,Lifestyle,2017-06-05,0.0,4.1 and up
Chictopia,LIFESTYLE,4.1,360,4.6,10000.0,Free,0.0,Everyone,Lifestyle,2014-04-30,0.0,2.2 and up
SFD,LIFESTYLE,4.4,16637,10.0,1000000.0,Free,0.0,Everyone,Lifestyle,2017-06-18,1.8,2.3 and up
Zara,LIFESTYLE,4.3,95904,33.0,10000000.0,Free,0.0,Everyone,Lifestyle,2018-07-30,0.0,4.1 and up
Zara,LIFESTYLE,4.3,95905,33.0,10000000.0,Free,0.0,Everyone,Lifestyle,2018-07-30,0.0,4.1 and up
REBM,LIFESTYLE,4.4,3114,13.0,100000.0,Free,0.0,Everyone,Lifestyle,2018-02-20,6.1,4.0.3 and up
Etta Homes,LIFESTYLE,4.2,220,15.0,50000.0,Free,0.0,Everyone,Lifestyle,2018-07-26,0.0,5.0 and up
Houlihan Lawrence,LIFESTYLE,4.4,33,23.0,5000.0,Free,0.0,Everyone,Lifestyle,2017-10-12,0.0,4.2 and up
HSMM,LIFESTYLE,4.3,1533,7.7,100000.0,Free,0.0,Everyone,Lifestyle,2016-09-27,0.0,2.2 and up
ZRE&H,LIFESTYLE,4.0,3937,15.0,100000.0,Free,0.0,Everyone,Lifestyle,2018-07-27,0.0,4.4 and up
SIR,LIFESTYLE,4.2,894,25.0,50000.0,Free,0.0,Everyone,Lifestyle,2018-04-09,0.0,4.0.3 and up
N&A,LIFESTYLE,3.9,2042,3.0,100000.0,Free,0.0,Everyone,Lifestyle,2015-08-28,0.0,4.0 and up
KWRE,LIFESTYLE,4.4,13213,22.0,1000000.0,Free,0.0,Everyone,Lifestyle,2018-03-28,0.0,4.0.3 and up
BTF-WNSS,LIFESTYLE,4.5,10097,7.5,500000.0,Free,0.0,Everyone,Lifestyle,2018-04-26,1.2,4.0 and up
Nature Sounds,LIFESTYLE,4.8,28588,24.0,1000000.0,Free,0.0,Everyone,Lifestyle,2018-03-01,0.0,4.0.3 and up
White Noise Baby,LIFESTYLE,4.5,10544,44.0,1000000.0,Free,0.0,Everyone,Lifestyle,2018-06-18,5.3,4.1 and up
7DFJC,LIFESTYLE,4.5,3346,14.0,100000.0,Free,0.0,Teen,Lifestyle,2017-03-08,0.0,4.0.3 and up
ROBLOX,GAME,4.5,4447388,67.0,100000000.0,Free,0.0,Everyone 10+,Adventure;Action & Adventure,2018-07-31,0.0,4.1 and up
